date,low,close,open,high,volume,linear_regression_slope(n=24),linear_regression_slope(n=60),vortex_positive(n:24),vortex_negative(n:24),vortex_negative(n:24)_smooth,vortex_positive(n:24)_smooth,"rsi(n:24, smooth:5)","rsi_smooth(n:24, smooth:5)","BB_%(col:'close', n:24)","BB_ch(col:'close', n:24)",renko
2020-07-20 15:53:00,0.8190803858520901,0.8194115755627011,0.8193569131832797,0.8195819935691318,9.432750668935167,0.0765203416360313,0.19170699930754118,-0.07185599642285845,0.12194326207223982,0.1476414285667339,-0.09802063452438958,0.02588732533041549,0.05012605244472268,-0.051132835633239726,-0.4102104406181981,1.0
2020-07-20 16:00:00,0.8198231511254019,0.82016077170418,0.8198392282958199,0.8202250803858521,9.329497380536186,0.008506261133172772,0.212920757364967,0.0008564516001480227,0.039549044638166775,0.04973363524507268,-0.012349556225188851,0.0720131556945649,0.08915874949724811,0.14142538459896442,-0.42027105350713556,1.0
2020-07-20 16:22:00,0.8178778135048232,0.8178778135048232,0.8183279742765274,0.8183601286173633,9.416938237158584,-0.0031848033152296965,0.028921770020347487,-0.19088078671287045,0.19650939396057798,0.1859888941096003,-0.2000936712587067,-0.11602460267899917,-0.06456817632696882,-0.3263989081587093,-0.40551777038517606,0.0
2020-07-20 16:25:00,0.8168488745980708,0.8169389067524115,0.8171061093247589,0.8172025723472669,9.508256968368295,-0.08330636527502175,-0.020172357830173654,-0.2679971083170807,0.331920655738674,0.35422079564880515,-0.30905122192049184,-0.16984572241005474,-0.146045283618284,-0.21583937490221006,-0.3251154337483785,0.0
2020-07-20 16:31:00,0.8158520900321543,0.8159163987138264,0.8164308681672026,0.8164630225080386,9.039467438278527,-0.20938864668110302,-0.07803349650090977,-0.3211208714690815,0.3416953101917195,0.3517191564435679,-0.3320944449286073,-0.2161887534309173,-0.17701457843169577,-0.1393011828380505,-0.2387441434405057,0.0
2020-07-20 16:38:00,0.8179421221864952,0.8183279742765274,0.8179742765273311,0.8186816720257235,9.685449638433907,-0.11601079453317359,-0.10559648850363643,-0.1317977852866734,0.12495153761400457,0.14949007920105573,-0.1465442277672978,0.014487568147011909,0.03484525476341971,0.1511539767444315,-0.27014834165724566,1.0
2020-07-20 16:40:00,0.8184244372990354,0.8190996784565917,0.8187459807073955,0.8190996784565917,10.261624835579122,-0.02477780386023408,-0.09904042408829941,-0.09310406661549753,0.090350557144109,0.10865469540157269,-0.10515591533228918,0.0709181425185601,0.09110994311771548,0.2508757082628086,-0.2859571981405932,1.0
2020-07-20 17:33:00,0.8165594855305466,0.8167524115755627,0.817395498392283,0.817395498392283,9.595195308377384,-0.07919032379117055,0.027425290736521123,-0.24663433714749927,0.22166843554157012,0.2576913784457163,-0.2613393065455262,-0.12497699070185186,-0.08303765637214305,-0.18927244837265877,-0.36234483269048545,0.0
2020-07-20 17:38:00,0.8155627009646301,0.8157877813504824,0.8164951768488746,0.8165691318327974,9.63813418962654,-0.15654135248980286,-0.027763413665019193,-0.2317090677635093,0.23597245592193716,0.2546849769782705,-0.24482928799423787,-0.16175926805386875,-0.11995470473270659,-0.1511690736393053,-0.29967982043333297,0.0
2020-07-20 18:21:00,0.817540192926045,0.8183922829581994,0.8177009646302251,0.8184565916398714,9.968042738232425,0.18896339661020767,-0.013817250402964568,0.10190340544661491,-0.11023927147306767,-0.08261516121833734,0.08223856385832962,0.12955233668548227,0.13521127369790165,0.4410278424118484,-0.3500511354458562,1.0
2020-07-20 19:03:00,0.8185209003215435,0.8192926045016078,0.8186012861736335,0.8194212218649518,10.132114102582719,0.07728412157583335,0.08761987986341832,0.06468550969903175,-0.07802744437858,-0.03424098556296451,0.018762251075747693,0.16296782429250534,0.1539252261663615,0.48254329381249583,-0.40991858457073876,1.0
2020-07-20 19:35:00,0.819807073954984,0.8202893890675241,0.820032154340836,0.8204501607717042,10.167041741505328,0.1228639973261374,0.11913425682149163,0.1281873728080265,-0.0735894804277063,-0.05207581366914393,0.09943985721890891,0.14052090784011062,0.16155336272571708,0.4055956968831384,-0.39894609914421475,1.0
2020-07-20 19:39:00,0.8205466237942122,0.8212057877813506,0.8207395498392283,0.8212861736334405,10.676456657414695,0.17584312202777222,0.1458860790189732,0.1460866980232508,-0.11998056421920278,-0.08657563357189879,0.12150779672987755,0.1862204606495257,0.20132408913312572,0.40781008367903593,-0.35327787537817323,1.0
2020-07-20 19:52:00,0.8214147909967846,0.8221543408360129,0.8214790996784566,0.822443729903537,11.643690871496416,0.199262916784708,0.19246006359539117,0.16790952696364525,-0.15994283655528452,-0.12347885014729942,0.14318265785999162,0.19334993655426258,0.19814280238499604,0.3419523999057903,-0.3410824328950465,1.0
