Date,Open,Close,High,Low,Volume
2020-07-13 14:59:00,168.6578778135048,168.6816720257235,168.13504823151123,168.58649517684887,4.08247117790957
2020-07-13 15:09:00,168.55948553054662,168.64308681672026,167.7749196141479,167.80064308681673,3.9833331940557684
2020-07-13 15:19:00,167.81993569131834,167.94212218649517,167.57877813504822,167.57877813504822,4.986319606977513
2020-07-13 15:29:00,167.57234726688102,167.58842443729904,167.00321543408361,167.427652733119,5.278300492437727
2020-07-13 15:39:00,167.44051446945338,167.6816720257235,167.26045016077168,167.34405144694534,4.370041792416457
2020-07-13 15:49:00,167.34340836012862,167.36977491961414,166.66237942122189,166.81672025723472,4.353781830918156
2020-07-13 15:59:00,166.82958199356915,167.35691318327974,166.78456591639872,167.35691318327974,4.188619674532138
2020-07-13 16:09:00,167.33762057877811,167.4983922829582,166.7202572347267,166.86173633440515,3.8040447216587943
2020-07-13 16:19:00,166.86173633440515,166.93247588424435,166.55948553054662,166.7459807073955,4.255617906317261
2020-07-13 16:29:00,166.7266881028939,167.04180064308682,166.7202572347267,166.78456591639872,3.90628957029029
2020-07-13 16:39:00,166.7749196141479,166.85530546623792,166.55948553054662,166.79549839228295,3.7766954371392747
2020-07-13 16:49:00,166.80385852090032,166.81028938906752,166.2861736334405,166.30225080385856,4.37833680712905
2020-07-13 16:59:00,166.30868167202573,166.45659163987136,165.64630225080384,165.68167202572346,4.720717934313108
2020-07-13 17:09:00,165.68488745980707,166.4694533762058,165.63987138263664,166.19292604501607,4.6418106613725545
2020-07-13 17:19:00,166.19292604501607,166.31189710610934,165.87138263665594,166.1864951768489,3.5795544606395686
2020-07-13 17:29:00,166.1800643086817,166.35369774919616,166.09646302250803,166.1993569131833,3.105151801479019
2020-07-13 17:39:00,166.1993569131833,166.34726688102893,166.03215434083603,166.16077170418006,3.4105380614400564
2020-07-13 17:49:00,166.16077170418006,166.20578778135047,165.67202572347267,165.7491961414791,3.5054987277574763
2020-07-13 17:59:00,165.7427652733119,165.88424437299034,165.36334405144692,165.42122186495178,4.166640928793151
2020-07-13 18:09:00,165.42765273311898,165.5434083601286,164.2508038585209,164.4951768488746,5.053703893471771
2020-07-13 18:19:00,164.4983922829582,165.3118971061093,164.37299035369776,165.11254019292605,4.697107222311621
2020-07-13 18:29:00,165.12540192926045,165.20257234726688,163.87781350482317,164.05144694533763,4.377532233010259
2020-07-13 18:39:00,163.99356913183277,164.07073954983923,162.85530546623795,163.66559485530547,5.05319324159728
2020-07-13 18:49:00,163.65916398713827,164.4244372990354,163.65916398713827,164.41864951768488,4.119654744441883
2020-07-13 18:59:00,164.37942122186496,164.84244372990352,164.32797427652733,164.55948553054662,4.389918375974205
2020-07-13 19:09:00,164.54662379421222,164.59163987138263,163.06752411575562,163.19614147909968,4.525025824198876
2020-07-13 19:19:00,163.17041800643085,163.7170418006431,162.79163987138264,162.84887459807072,4.3878255105126485
2020-07-13 19:29:00,162.83601286173635,163.08038585209005,162.09003215434083,162.36012861736336,5.092499981090548
2020-07-13 19:39:00,162.34083601286173,162.4565916398714,161.44051446945338,161.89067524115757,5.637244400774376
2020-07-13 19:49:00,161.88424437299034,162.84244372990352,161.65273311897107,161.70418006430867,5.3688888011391445
2020-07-13 19:59:00,161.67845659163987,162.05787781350483,161.2090032154341,161.87781350482317,6.6748952745371515
2020-07-14 13:39:00,158.56591639871382,160.61093247588425,157.87781350482314,159.84565916398714,6.780720015832059
2020-07-14 13:49:00,159.78135048231513,160.5144694533762,157.71704180064307,157.78778135048233,5.6727787693491
2020-07-14 13:59:00,157.77041800643084,157.86495176848874,155.68617363344052,156.7524115755627,6.437346846750913
2020-07-14 14:09:00,156.7524115755627,157.0186495176849,155.13183279742765,155.7556270096463,5.72619281748415
2020-07-14 14:19:00,155.7363344051447,156.64951768488746,155.33118971061094,155.58199356913184,5.554553096267567
2020-07-14 14:29:00,155.5434083601286,157.38906752411577,155.33440514469453,157.33762057877814,5.033564686973346
2020-07-14 14:39:00,157.34405144694531,158.07073954983923,157.08681672025725,157.2347266881029,5.1601891300173515
2020-07-14 14:49:00,157.2668810289389,158.64887459807076,157.20257234726688,158.4951768488746,4.592514424280283
2020-07-14 14:59:00,158.47909967845658,158.97749196141478,157.71704180064307,157.7395498392283,4.487073633673107
2020-07-14 15:09:00,157.7620578778135,157.93247588424438,156.67524115755626,157.33440514469456,4.082732667203601
2020-07-14 15:19:00,157.33762057877814,158.03215434083603,157.17041800643088,157.85209003215434,3.738089934061363
2020-07-14 15:29:00,157.87138263665594,158.44372990353696,157.72347266881027,157.8263665594855,3.7757142015362883
2020-07-14 15:39:00,157.8263665594855,158.31511254019293,157.7427652733119,158.0257234726688,4.343554189270852
2020-07-14 15:49:00,158.0064308681672,158.63022508038586,157.98199356913182,158.2122186495177,3.705718284312058
2020-07-14 15:59:00,158.2347266881029,158.2765273311897,157.34405144694531,157.42122186495175,3.2253466090261
2020-07-14 16:09:00,157.41479099678457,157.5176848874598,156.81028938906755,157.06752411575565,3.5602967150010487
2020-07-14 16:19:00,157.06752411575565,157.78135048231513,156.9646302250804,157.6945337620579,2.912648749037908
2020-07-14 16:29:00,157.69774919614147,158.12218649517683,157.5498392282958,157.63279742765275,3.2095214917278074
2020-07-14 16:39:00,157.63344051446947,158.0192926045016,157.59485530546624,157.85209003215434,2.598772907624909
2020-07-14 16:49:00,157.83922829581994,158.08360128617363,157.58842443729904,157.87138263665594,2.7525516073477836
2020-07-14 16:59:00,157.78778135048233,157.78778135048233,156.91318327974278,157.18971061093248,4.369653869369047
2020-07-14 17:09:00,157.16012861736334,157.33118971061094,156.4630225080386,156.7363344051447,5.154915932921909
2020-07-14 17:19:00,156.70096463022506,157.62700964630224,156.63022508038586,157.5755627009646,3.477429224418291
2020-07-14 17:29:00,157.58842443729904,158.22508038585207,157.5305466237942,158.01286173633443,4.345107247474526
2020-07-14 17:39:00,158.01286173633443,159.0032154340836,157.9813504823151,158.97106109324758,3.9674436476582633
2020-07-14 17:49:00,158.97749196141478,159.55691318327973,158.7524115755627,159.4855305466238,4.5691953247632195
2020-07-14 17:59:00,159.47266881028938,160.0450160771704,159.15755627009648,159.5498392282958,4.93646738635283
2020-07-14 18:09:00,159.56270096463024,159.69131832797427,159.16398713826368,159.55755627009646,4.252924118556636
2020-07-14 18:19:00,159.60128617363344,159.7266881028939,159.30546623794214,159.60128617363344,3.3805461583279715
2020-07-14 18:29:00,159.60771704180064,159.90353697749197,159.2926045016077,159.459807073955,3.493286735807964
2020-07-14 18:39:00,159.4983922829582,159.64630225080384,159.12540192926045,159.19935691318327,3.6977755149191758
2020-07-14 18:49:00,159.22186495176848,159.459807073955,159.06430868167203,159.10610932475885,3.4706857352763416
2020-07-14 18:59:00,158.92604501607715,159.41479099678455,158.92604501607715,159.39549839228297,2.988477167628257
2020-07-14 19:09:00,159.42122186495178,159.4790996784566,158.41800643086816,158.47266881028938,3.853715539411046
2020-07-14 19:19:00,158.4630225080386,158.7459807073955,158.10289389067523,158.64951768488743,3.3430612232875494
2020-07-14 19:29:00,158.68810289389066,159.22829581993568,158.59807073954983,159.16398713826368,3.7037322909834467
2020-07-14 19:39:00,159.18971061093248,159.49196141479098,159.03536977491962,159.42765273311898,4.038811813103893
2020-07-14 19:49:00,159.42765273311898,159.74919614147908,159.41479099678455,159.7009646302251,4.185264568273757
2020-07-14 19:59:00,159.67845659163987,160.41157556270096,159.65916398713827,159.85852090032157,5.638355117411442
2020-07-15 13:39:00,161.72347266881027,161.72347266881027,160.33440514469453,160.7717041800643,6.11789382516795
2020-07-15 13:49:00,160.7749196141479,162.37942122186496,160.32797427652733,161.85852090032154,4.9895475259613375
2020-07-15 13:59:00,161.85852090032154,162.34726688102893,161.0257234726688,161.11897106109325,4.667722215836508
2020-07-15 14:09:00,161.16720257234726,161.59871382636655,160.91318327974275,161.11897106109325,4.51421268319192
